"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI003533","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Lunch","1:30 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003534","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Lunch","1:30 PM","IND0201","Beetroot Sabzi","1 katori","0.8","170.4","5","18.2","7.8","5.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003535","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003536","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003537","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003538","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Dinner","8:00 PM","IND0446","Chicken Curry","3/4 katori","0.75","226.5","25.8","8.5","10.4","2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003539","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Dinner","8:00 PM","IND0152","Vegetable Korma","3/4 katori","0.75","199.5","4.9","14","9.1","4.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003540","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003541","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003542","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Breakfast","8:00 AM","IND0316","Vegetable Upma","3/4 katori","0.75","247.5","6.4","33.3","6.4","5.6","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003543","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Breakfast","8:00 AM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003544","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003545","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003546","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Lunch","1:30 PM","IND0002","Moong Dal","1 katori","1","219","12.8","32.8","3.6","9.6","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003547","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Lunch","1:30 PM","IND0198","Cabbage Sabzi","1 katori","0.8","170.4","5.4","19","8.4","4.8","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003548","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003549","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003550","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Evening","5:00 PM","IND0433","Masala Chaas","1 glass","1","175","9.2","14.9","10.6","0.7","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003551","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Dinner","8:00 PM","IND0248","Moong Dal Khichdi","1 katori","0.8","256","5.8","39.8","4.9","2.1","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003552","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Dinner","8:00 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003553","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","1","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003554","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003555","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Breakfast","8:00 AM","IND0017","Plain Idli","2 pieces","0.67","215.1","5.8","34.1","6.1","4.2","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003556","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003557","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Breakfast","8:00 AM","IND0065","Coconut Chutney","1 tablespoon","0.5","16","0.4","2","0.6","0.5","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003558","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Mid-Morning","11:00 AM","CLN0003","Guava Whole","1 small","1","68","2.6","14.3","1","5.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003559","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Lunch","1:30 PM","IND0224","Brown Rice Cooked","3/4 katori","0.75","244.5","5.5","40.3","4.8","2.5","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003560","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Lunch","1:30 PM","IND0135","Rajma Masala","1 katori","1","206","7.6","21.1","11.1","5.6","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003561","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Lunch","1:30 PM","IND0199","French Bean Sabzi","1 katori","0.8","160","4.4","17.1","7.1","4.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003562","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003563","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003564","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003565","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Dinner","8:00 PM","IND0125","Palak Paneer","3/4 katori","0.75","169.5","6","16.3","8.4","5.2","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003566","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003567","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","2","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003568","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","3","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
"MI003569","DC041","Hypothyroidism — Veg — Condition support","Veg","Hypothyroidism","Condition support","3","Breakfast","8:00 AM","IND0332","Moong Dal Chilla","2 small","0.75","228.8","9.1","41.9","7.2","4.8","linked_to_food_database","Keep meal plan balanced; follow prescriber’s levothyroxine timing and spacing from iron/calcium/soy as directed.","Yes"
